srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label,attack_id
175.45.176.2,1232,149.171.126.19,4827,udp,INT,3e-06,138,0,62,0,0,0,-,184000000.0,0.0,2,0,0,0,0,0,69,0,0,0,0.0,0.0,1424233335,1424233335,0.003,0.0,0.0,0.0,0.0,0,2,,, ,1,2,2,1,1,1,1,DoS,1,dos_2_14917112619
175.45.176.3,28049,149.171.126.19,15790,udp,INT,9e-06,194,0,254,0,0,0,-,86222216.0,0.0,2,0,0,0,0,0,97,0,0,0,0.0,0.0,1424233335,1424233335,0.009,0.0,0.0,0.0,0.0,0,2,,, ,5,2,2,4,1,1,1,Shellcode,1,shellcode_1_14917112619
175.45.176.0,19708,149.171.126.19,80,tcp,FIN,0.958179,786,16576,62,252,2,7,http,5911.212891,130714.6172,10,18,255,255,881436901,3978301684,79,921,0,0,5961.824749,4795.624836,1424233343,1424233344,106.464333,51.873531,0.132282,0.075559,0.056723,0,1,,, ,2,1,1,2,2,1,1,Exploits,1,exploits_20_14917112619
175.45.176.3,54978,149.171.126.19,6502,tcp,FIN,0.804498,1212,468,254,252,3,2,-,11047.88281,4077.07666,12,8,255,255,1047010278,3586699202,101,59,0,0,3864.241011,167.259766,1424233349,1424233350,73.136183,96.195289,0.159696,0.086301,0.073395,0,1,,, ,3,1,1,2,1,1,1,Generic,1,generic_1_14917112619
175.45.176.1,137,149.171.126.19,137,udp,INT,32.534157,14990,0,254,0,0,0,dns,3654.251709,0.0,116,0,0,0,0,0,129,0,0,0,415.17675,0.0,1424233329,1424233362,282.905719,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,Fuzzers,1,fuzzers_1_14917112619
175.45.176.3,9774,149.171.126.19,554,tcp,FIN,1.16667,3490,268,254,252,3,1,-,21942.79492,1535.995605,12,6,255,255,251442296,1937113757,291,45,0,0,8284.208538,419.125594,1424233364,1424233366,106.06091,219.656406,0.10276,0.039756,0.063004,0,1,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_20_14917112619
175.45.176.3,32546,149.171.126.19,63900,udp,INT,1e-05,630,0,254,0,0,0,-,252000000.0,0.0,2,0,0,0,0,0,315,0,0,0,0.0,0.0,1424233374,1424233374,0.01,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,2,1,1,1,Shellcode,1,shellcode_1_14917112619
175.45.176.2,26874,149.171.126.19,111,tcp,FIN,0.892132,564,354,254,252,2,1,-,4555.379883,2779.857666,10,8,255,255,635800196,2975344050,56,44,0,0,6829.988101,177.889875,1424233389,1424233389,99.125778,115.369289,0.128436,0.067105,0.061331,0,1,,, ,1,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112619
175.45.176.1,18904,149.171.126.19,111,tcp,FIN,1.647696,564,354,254,252,2,1,-,2466.474365,1505.131958,10,8,255,255,792102167,3634890127,56,44,0,0,11349.25454,397.205438,1424233406,1424233408,180.686111,231.496141,0.088832,0.027215,0.061617,0,1,,, ,1,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112619
175.45.176.1,3578,149.171.126.19,25,tcp,FIN,1.414864,59717,1910,62,252,29,8,smtp,332379.6563,10386.86426,64,26,255,255,3616433515,887582178,933,73,0,0,1696.677684,62.922152,1424233410,1424233411,22.458158,55.114078,0.078279,0.036262,0.042017,0,1,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_20_14917112619
175.45.176.1,7074,149.171.126.19,25,tcp,FIN,1.319088,31179,1748,62,252,18,8,smtp,184594.2031,10122.14551,42,22,255,255,232727018,3799532383,742,79,0,0,2313.343982,80.965484,1424233411,1424233412,32.172877,58.945145,0.108876,0.060255,0.048621,0,1,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_20_14917112619
175.45.176.1,55997,149.171.126.19,1900,tcp,FIN,0.231333,776,268,254,252,2,1,-,24172.94531,7746.408691,10,6,255,255,638995817,504835984,78,45,0,0,1212.574097,63.375707,1424233417,1424233417,22.885,42.300801,0.074592,0.019826,0.054766,0,1,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_20_14917112619
175.45.176.2,45178,149.171.126.19,80,tcp,FIN,0.531981,818,1242,62,252,2,2,http,11083.10254,16346.44824,10,8,255,255,2589242831,461161102,82,155,0,0,4155.992589,170.140766,1424233431,1424233432,59.109,73.384289,0.048619,0.008889,0.03973,0,1,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_20_14917112619
175.45.176.3,4855,149.171.126.19,42979,udp,INT,8e-06,154,0,254,0,0,0,-,77000000.0,0.0,2,0,0,0,0,0,77,0,0,0,0.0,0.0,1424233435,1424233435,0.008,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,23,1,1,1,Shellcode,1,shellcode_1_14917112619
175.45.176.1,10249,149.171.126.19,80,tcp,FIN,0.678233,814,944,62,252,2,2,http,8645.996094,9742.963867,10,8,255,255,128501321,418667294,81,118,0,0,4033.30713,153.906438,1424233457,1424233458,75.281556,89.866859,0.125487,0.049162,0.076325,0,1,,, ,1,1,1,1,1,1,1,DoS,1,dos_2_14917112619
175.45.176.3,12920,149.171.126.19,445,tcp,FIN,2.411618,6888,2668,254,252,8,7,-,21811.08203,8409.291992,22,20,255,255,2080632520,1353560561,313,133,0,0,6333.150565,182.095906,1424233481,1424233483,114.838952,119.374102,0.226395,0.105959,0.120436,0,1,,, ,2,1,1,1,1,1,1,Exploits,1,exploits_20_14917112619
175.45.176.1,37976,149.171.126.19,80,tcp,FIN,10.1295,825655,4482,254,252,313,1,http,651048.125,3505.799805,632,104,255,255,2966225788,1389084710,1306,43,0,0,3048.455146,232.546328,1424233479,1424233489,16.102756,97.455008,0.293419,0.189086,0.104333,0,1,,, ,2,2,2,2,2,1,2,DoS,1,dos_2_14917112619
175.45.176.1,8800,149.171.126.19,80,tcp,FIN,0.641935,816,1538,62,252,2,2,http,9159.805664,16774.28516,10,8,255,255,678742069,3317886618,82,192,0,0,3867.345078,103.273727,1424233489,1424233489,70.679333,77.926711,0.194328,0.096446,0.097882,0,1,,, ,2,2,2,2,2,1,2,DoS,1,dos_2_14917112619
175.45.176.3,54965,149.171.126.19,111,tcp,FIN,0.93209,564,354,254,252,2,1,-,4360.094238,2660.687256,10,8,255,255,3369672104,2428138999,56,44,0,0,7237.868684,182.474219,1424233496,1424233497,100.556889,123.840141,0.145664,0.065206,0.080458,0,1,,, ,1,1,1,2,1,1,1,Reconnaissance,1,reconnaissance_1_14917112619
175.45.176.3,37869,149.171.126.19,111,tcp,FIN,0.743594,564,354,254,252,2,1,-,5465.348145,3335.15332,10,8,255,255,3369679947,4288664917,56,44,0,0,5681.731757,143.939234,1424233501,1424233502,77.433222,103.548289,0.075542,0.018755,0.056787,0,1,,, ,1,1,1,23,1,1,1,Reconnaissance,1,reconnaissance_1_14917112619
175.45.176.3,4657,149.171.126.19,80,tcp,FIN,0.366255,838,1774,62,252,2,2,http,16491.24219,33921.72266,10,8,255,255,879999342,4085560429,84,222,0,0,2017.946624,60.040504,1424233511,1424233512,40.695,47.505145,0.071127,0.033124,0.038003,0,1,,, ,1,1,1,24,1,1,1,Exploits,1,exploits_20_14917112619
175.45.176.3,18611,149.171.126.19,80,tcp,FIN,0.604447,4364,2642,254,252,4,2,http,53642.41797,30599.87109,14,8,255,255,4048611870,1475482166,312,330,0,0,2432.08936,92.214219,1424233537,1424233537,43.377769,76.043,0.116116,0.072143,0.043973,0,1,,, ,1,1,1,26,1,1,1,Exploits,1,exploits_20_14917112619
175.45.176.0,28441,149.171.126.19,143,tcp,FIN,2.349764,1184,41184,62,252,6,21,-,3850.599365,137293.7813,22,48,255,255,213971669,294212244,54,858,0,0,7780.563971,4060.613493,1424233543,1424233545,111.893521,48.433744,0.120641,0.07243,0.048211,0,1,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_20_14917112619
175.45.176.2,24290,149.171.126.19,111,tcp,FIN,0.925221,564,354,254,252,2,1,-,4392.463867,2680.440674,10,8,255,255,3032101538,158474435,56,44,0,0,6912.164884,164.413734,1424233548,1424233549,96.052889,125.770289,0.099523,0.044826,0.054697,0,1,,, ,3,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112619
175.45.176.1,33378,149.171.126.19,80,tcp,FIN,0.749118,900,268,254,252,2,1,http,8650.172852,2392.146484,10,6,255,255,3726201522,2919077642,90,45,0,0,5361.286773,244.321797,1424233553,1424233554,77.546778,142.33,0.06208,0.037459,0.024621,0,1,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_20_14917112619
175.45.176.2,42701,149.171.126.19,64746,tcp,FIN,0.217687,628,268,254,252,2,1,-,20800.50781,8232.00293,10,6,255,255,3151345745,1830261217,63,45,0,0,1238.095346,60.08773,1424233562,1424233562,24.187444,41.583,0.031845,0.00907,0.022775,0,1,,, ,1,1,1,1,1,1,1,Shellcode,1,shellcode_1_14917112619
175.45.176.0,57772,149.171.126.19,80,tcp,FIN,0.49369,40406,440,254,252,16,1,http,637533.6875,6416.981934,38,10,255,255,3512155187,1300364411,1063,44,0,0,1313.60681,64.304285,1424233568,1424233568,13.342973,47.962555,0.082736,0.061063,0.021673,0,1,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_20_14917112619
175.45.176.0,59262,149.171.126.19,80,tcp,FIN,1.281112,6454,526,254,252,17,1,http,39297.11328,3016.129883,40,12,255,255,1681683055,838480570,161,44,0,0,3052.723734,207.655781,1424233572,1424233573,32.808487,114.591,0.068086,0.020607,0.047479,0,1,,, ,1,1,1,1,1,1,1,DoS,1,dos_2_14917112619
175.45.176.3,57561,149.171.126.19,111,udp,INT,1e-05,168,0,254,0,0,0,-,67200000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424233581,1424233581,0.01,0.0,0.0,0.0,0.0,0,2,,, ,2,1,1,19,1,1,1,Reconnaissance,1,reconnaissance_1_14917112619
175.45.176.0,25592,149.171.126.19,111,tcp,FIN,0.659485,564,354,254,252,2,1,-,6162.384277,3760.510254,10,8,255,255,1818267003,847439467,56,44,0,0,5526.46332,136.331141,1424233595,1424233596,71.165667,91.560711,0.067451,0.018543,0.048908,0,1,,, ,1,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112619
175.45.176.2,45741,149.171.126.19,111,tcp,FIN,0.638238,564,354,254,252,2,1,-,6367.530273,3885.697754,10,8,255,255,2973108212,4205819111,56,44,0,0,5447.076723,137.834438,1424233603,1424233604,70.915333,87.384859,0.035633,0.016228,0.019405,0,1,,, ,1,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112619
175.45.176.2,27331,149.171.126.19,111,tcp,FIN,0.652107,564,354,254,252,2,1,-,6232.105957,3803.056885,10,8,255,255,206809818,563918258,56,44,0,0,5436.83263,139.653578,1424233605,1424233606,70.617333,91.461289,0.059028,0.011869,0.047159,0,1,,, ,1,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112619
175.45.176.1,44394,149.171.126.19,111,tcp,FIN,0.864363,564,354,254,252,2,1,-,4701.728027,2869.164795,10,8,255,255,2175585491,3448625777,56,44,0,0,6412.189044,196.0065,1424233611,1424233612,96.040333,122.460289,0.030675,0.006569,0.024106,0,1,,, ,1,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112619
175.45.176.0,22546,149.171.126.19,80,tcp,FIN,0.301332,808,1230,62,252,2,2,http,19327.51953,28593.04688,10,8,255,255,1316316292,1657515283,81,154,0,0,1718.105265,57.57952,1424233623,1424233623,33.481333,40.167,0.041718,0.019506,0.022212,0,1,,, ,1,1,1,8,1,1,1,DoS,1,dos_2_14917112619
175.45.176.0,15693,149.171.126.19,111,tcp,FIN,1.006381,564,354,254,252,2,1,-,4038.231934,2464.275391,10,8,255,255,2471207874,2016364197,56,44,0,0,6720.979558,226.274422,1424233626,1424233627,111.820111,134.904281,0.120642,0.052631,0.068011,0,1,,, ,6,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112619
175.45.176.3,16390,149.171.126.19,389,tcp,FIN,0.236518,674,376,254,252,3,2,-,20903.27148,11128.11719,12,8,255,255,3544939392,1641344931,56,47,0,0,1047.479008,45.960555,1424233636,1424233636,20.297182,32.586857,0.059358,0.008401,0.050957,0,1,,, ,1,1,1,41,1,1,1,DoS,1,dos_2_14917112619
175.45.176.0,32392,149.171.126.19,111,tcp,FIN,0.666697,564,354,254,252,2,1,-,6095.722656,3719.830566,10,8,255,255,980956751,3204776118,56,44,0,0,5398.924571,139.50525,1424233648,1424233649,72.319222,93.147,0.059788,0.014664,0.045124,0,1,,, ,1,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112619
175.45.176.1,57356,149.171.126.19,80,tcp,FIN,0.449426,814,1018,62,252,2,2,http,13047.75391,15860.23047,10,8,255,255,1990756877,3111665154,81,127,0,0,2738.019217,95.078688,1424233657,1424233657,49.936222,57.45,0.092081,0.046507,0.045574,0,1,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_20_14917112619
175.45.176.2,48721,149.171.126.19,111,udp,INT,7e-06,168,0,254,0,0,0,-,96000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424233662,1424233662,0.007,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112619
175.45.176.0,52328,149.171.126.19,80,tcp,FIN,0.39335,850,2040,62,252,2,2,http,15558.66211,36303.54688,10,8,255,255,980271560,1677447437,85,255,0,0,2176.360299,63.61223,1424233671,1424233671,43.705556,43.92757,0.146666,0.085075,0.061591,0,1,,, ,2,2,2,2,2,1,2,Exploits,1,exploits_20_14917112619
175.45.176.0,49532,149.171.126.19,80,tcp,FIN,0.302004,848,1018,62,252,2,2,http,20238.14258,23602.33594,10,8,255,255,1604612595,457207382,85,127,0,0,1651.578513,53.171844,1424233670,1424233671,33.556,38.938,0.057487,0.02862,0.028867,0,1,,, ,2,2,2,2,2,1,2,Exploits,1,exploits_20_14917112619
175.45.176.1,22864,149.171.126.19,111,udp,INT,9e-06,168,0,254,0,0,0,-,74666664.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424233678,1424233678,0.009,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112619
175.45.176.0,45655,149.171.126.19,110,tcp,FIN,1.755896,1056,31132,62,252,7,18,pop3,4592.527344,138295.2031,22,40,255,255,3072754808,3214475248,48,778,0,0,5448.429721,3984.308468,1424233679,1424233681,83.614097,44.104306,0.03766,0.023325,0.014335,0,1,,, ,1,1,1,2,1,1,1,Exploits,1,exploits_20_14917112619
175.45.176.2,21516,149.171.126.19,80,tcp,FIN,0.238553,842,1254,62,252,2,2,http,25419.92773,36822.00391,10,8,255,255,761219753,2617160863,84,157,0,0,1451.149189,53.808117,1424233688,1424233688,26.505889,31.118715,0.059975,0.013001,0.046974,0,1,,, ,1,1,1,1,1,1,1,DoS,1,dos_2_14917112619
175.45.176.3,13304,149.171.126.19,80,tcp,FIN,0.64968,846,3020,62,252,2,2,http,9383.081055,32545.25195,10,8,255,255,1785019095,743527549,85,378,0,0,4804.867983,186.467969,1424233713,1424233713,72.186667,84.34357,0.10681,0.058322,0.048488,0,1,,, ,1,1,1,19,1,1,1,Exploits,1,exploits_20_14917112619
175.45.176.0,1386,149.171.126.19,6504,tcp,FIN,0.302678,1900,468,254,252,3,2,-,46042.33203,10836.59863,12,8,255,255,3537730899,2310765167,158,59,0,0,1354.12411,58.622391,1424233718,1424233719,25.951637,42.277145,0.051893,0.006734,0.045159,0,1,,, ,1,1,1,1,1,1,1,Generic,1,generic_1_14917112619
175.45.176.1,34310,149.171.126.19,25,tcp,FIN,0.964125,795,761,254,252,5,4,smtp,6190.068848,5866.459473,16,14,255,255,3689195491,2767877354,50,54,0,0,3454.276781,107.271602,1424233750,1424233751,64.275002,70.934234,0.08191,0.041315,0.040595,0,1,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_20_14917112619
175.45.176.1,58946,149.171.126.19,111,tcp,FIN,0.739967,564,354,254,252,2,1,-,5492.136719,3351.500977,10,8,255,255,1241340878,2449251855,56,44,0,0,5569.371526,146.025172,1424233769,1424233770,78.659667,100.95557,0.095278,0.033271,0.062007,0,1,,, ,1,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112619
175.45.176.3,64836,149.171.126.19,8080,tcp,FIN,0.465102,1514,1554,254,252,3,3,http,23874.33398,24063.53906,12,10,255,255,3246111701,3111968939,126,155,0,0,2216.176646,62.480332,1424233772,1424233772,42.282001,45.699445,0.053368,0.021915,0.031453,0,1,,, ,1,1,1,22,1,1,1,Generic,1,generic_1_14917112619
175.45.176.1,56339,149.171.126.19,41959,udp,INT,8e-06,114,0,254,0,0,0,-,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424233773,1424233773,0.008,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,Shellcode,1,shellcode_1_14917112619
175.45.176.2,61971,149.171.126.19,2003,udp,CON,0.032103,85,126,254,60,0,0,-,10715.50977,15699.46777,2,2,0,0,0,0,43,63,0,0,0.0,0.0,1424233804,1424233804,0.01,0.008,0.0,0.0,0.0,0,0,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_20_14917112619
175.45.176.1,27371,149.171.126.19,80,tcp,FIN,1.437746,136019,956,254,252,53,1,http,750090.75,5080.173828,112,22,255,255,2440931818,2829499120,1214,43,0,0,1199.740858,84.23607,1424233821,1424233822,12.567964,65.561813,0.124926,0.060942,0.063984,0,1,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_20_14917112619
175.45.176.0,31598,149.171.126.19,80,tcp,FIN,0.306585,990,2038,62,252,2,2,http,23249.66797,46551.52344,10,8,255,255,452562413,434775902,99,255,0,0,1718.442752,62.858496,1424233829,1424233829,33.961111,37.58743,0.079855,0.04347,0.036385,0,1,,, ,1,2,1,1,1,1,1,Generic,1,generic_1_14917112619
175.45.176.1,18641,149.171.126.19,80,tcp,FIN,0.223754,844,268,254,252,2,1,http,27172.69727,8008.79541,10,6,255,255,230810004,2938130720,84,45,0,0,1180.804339,65.829953,1424233831,1424233831,22.382444,41.390602,0.068974,0.016798,0.052176,0,1,,, ,1,2,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112619
175.45.176.0,29342,149.171.126.19,143,tcp,FIN,1.207053,1510,112222,62,252,6,48,-,9676.459961,736338.875,30,100,255,255,2030812613,4187624082,50,1122,0,0,2022.540952,1093.450321,1424233849,1424233850,41.622518,11.951737,0.072912,0.023065,0.049847,0,1,,, ,2,1,1,1,1,1,1,Exploits,1,exploits_20_14917112619
175.45.176.3,6537,149.171.126.19,143,tcp,FIN,2.324641,1112,6080,62,252,6,8,-,3637.551025,19877.47852,20,20,255,255,3933141452,2691688347,56,304,0,0,9728.159945,9344.295518,1424233856,1424233858,122.349527,121.072208,0.026137,0.012389,0.013748,0,1,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_20_14917112619
175.45.176.2,25446,149.171.126.19,25,tcp,FIN,0.851523,2758,1808,62,252,7,8,smtp,24624.11523,16140.49219,20,20,255,255,3788944342,285564313,138,90,0,0,2172.082095,49.006598,1424233860,1424233861,44.816998,42.299949,0.060202,0.047007,0.013195,0,1,,, ,2,1,1,1,1,1,1,Exploits,1,exploits_20_14917112619
175.45.176.3,40393,149.171.126.19,80,tcp,FIN,0.283723,834,4462,62,252,2,3,http,21175.58398,113237.2109,10,10,255,255,3646642277,1734243687,83,446,0,0,1511.769038,1523.22748,1424233894,1424233894,31.524778,22.306667,0.080584,0.047048,0.033536,0,1,,, ,1,1,1,1,1,1,1,DoS,1,dos_2_14917112619
175.45.176.1,40387,149.171.126.19,111,udp,INT,9e-06,168,0,254,0,0,0,-,74666664.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424233907,1424233907,0.009,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112619
175.45.176.3,46179,149.171.126.19,80,tcp,FIN,0.808618,804,3946,62,252,2,3,http,7162.838379,35141.4375,10,10,255,255,33874285,2709848668,80,395,0,0,4744.921509,6120.87672,1424233936,1424233937,89.846444,81.689,0.115914,0.072772,0.043142,0,1,,, ,2,1,1,1,1,1,1,Exploits,1,exploits_20_14917112619
175.45.176.0,3445,149.171.126.19,80,tcp,FIN,0.172605,7762,268,254,252,4,1,http,334080.7188,10382.08691,14,6,255,255,2814326089,3134989787,554,45,0,0,766.111218,49.79618,1424234041,1424234041,11.457923,33.258602,0.050882,0.006302,0.04458,0,1,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_20_14917112619
175.45.176.2,22924,149.171.126.19,111,udp,INT,9e-06,168,0,254,0,0,0,-,74666664.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424234046,1424234046,0.009,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112619
175.45.176.1,5299,149.171.126.19,8442,tcp,FIN,0.185992,724,268,254,252,2,1,-,28044.2168,9634.823242,10,6,255,255,4086300228,1216418883,72,45,0,0,1006.993447,54.151965,1424234053,1424234053,19.733333,33.11,0.056238,0.020432,0.035806,0,1,,, ,1,1,1,1,1,1,1,Shellcode,1,shellcode_1_14917112619
175.45.176.1,13207,149.171.126.19,80,tcp,FIN,0.18805,1200,268,254,252,2,1,http,45945.22656,9529.380859,10,6,255,255,716926738,2889610856,120,45,0,0,1015.572585,60.424328,1424234056,1424234056,19.069111,36.021602,0.054396,0.007933,0.046463,0,1,,, ,2,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112619
175.45.176.3,59481,149.171.126.19,80,tcp,FIN,0.194319,866,268,254,252,2,1,http,32112.14648,9221.950195,10,6,255,255,550194886,1384242688,87,45,0,0,1069.715228,64.89232,1424234062,1424234062,19.873667,37.687398,0.049569,0.005872,0.043697,0,1,,, ,1,2,1,1,1,1,1,Exploits,1,exploits_20_14917112619
175.45.176.1,39702,149.171.126.19,80,tcp,FIN,0.187054,826,8534,62,252,2,4,http,31819.68945,334577.1875,10,12,255,255,2847868887,1879881034,83,711,0,0,1086.288972,1505.906374,1424234063,1424234063,20.783778,15.984999,0.054143,0.007136,0.047007,0,1,,, ,1,2,1,1,1,1,1,Exploits,1,exploits_20_14917112619
175.45.176.2,13338,149.171.126.19,80,tcp,FIN,0.408556,956,354,254,252,2,1,http,16859.37695,6070.15918,10,8,255,255,2302706984,2722337815,96,44,0,0,2948.9416,119.952477,1424234066,1424234066,43.251222,56.07857,0.07886,0.015996,0.062864,0,1,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_20_14917112619
175.45.176.1,36242,149.171.126.19,110,tcp,FIN,0.820071,1122,41014,62,252,7,22,pop3,10496.65234,391770.9688,24,48,255,255,620026754,308438691,47,854,0,0,1811.412575,1263.201977,1424234078,1424234079,35.655262,17.198426,0.05181,0.007529,0.044281,0,1,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_20_14917112619
175.45.176.2,56629,149.171.126.19,111,tcp,FIN,0.63172,564,354,254,252,2,1,-,6433.22998,3925.789795,10,8,255,255,3481285801,845398237,56,44,0,0,5420.830703,137.63775,1424234093,1424234094,68.756556,89.29857,0.052486,0.006626,0.04586,0,1,,, ,1,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112619
175.45.176.2,45720,149.171.126.19,80,tcp,FIN,0.212689,4038,268,254,252,3,1,http,139245.5625,8425.447266,12,6,255,255,3903524036,2205190060,337,45,1,132,1011.021943,61.188961,1424234110,1424234111,19.335363,40.999199,0.055356,0.00696,0.048396,0,1,4.0,, ,1,1,1,1,1,1,1,Exploits,1,exploits_20_14917112619
175.45.176.2,45720,149.171.126.19,80,tcp,FIN,0.212689,4038,268,254,252,3,1,http,139245.5625,8425.447266,12,6,255,255,3903524036,2205190060,337,45,1,132,1011.021943,61.188961,1424234110,1424234111,19.335363,40.999199,0.055356,0.00696,0.048396,0,1,4.0,, ,1,1,1,1,1,1,1,Exploits,1,exploits_20_14917112619
175.45.176.1,54619,149.171.126.19,25,tcp,FIN,0.742324,8218,1808,254,252,9,8,smtp,84879.38281,18514.82617,24,20,255,255,1291372584,2324052736,342,90,0,0,1748.559373,46.722879,1424234112,1424234113,32.274956,38.512844,0.053025,0.006759,0.046266,0,1,,, ,1,1,1,1,1,1,1,Generic,1,generic_1_14917112619
175.45.176.2,30983,149.171.126.19,16000,tcp,FIN,0.214751,638,4772,254,252,2,3,http,21420.15625,159999.25,10,10,255,255,643229161,1780191898,64,477,0,0,1263.958596,1922.159474,1424234123,1424234123,23.861222,22.496,0.059946,0.007083,0.052863,0,1,,, ,1,1,1,1,1,1,1,Generic,1,generic_1_14917112619
175.45.176.1,21420,149.171.126.19,110,tcp,FIN,0.284794,2832,621,254,252,3,3,-,72922.88281,15702.57813,12,10,255,255,3160179710,3467304064,236,62,0,0,1529.914344,40.438379,1424234201,1424234201,25.573364,30.701889,0.024358,0.008434,0.015924,0,1,,, ,3,1,1,1,1,1,1,Exploits,1,exploits_20_14917112619
175.45.176.2,3151,149.171.126.19,3306,tcp,FIN,0.399353,892,562,254,252,3,3,-,16386.50586,10136.39551,12,10,255,255,3297905023,3455129581,74,56,0,0,1821.42335,49.55807,1424234230,1424234231,35.22609,38.500332,0.068143,0.05283,0.015313,0,1,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_20_14917112619
175.45.176.0,57316,149.171.126.19,80,tcp,FIN,0.251291,780,5200,62,252,2,3,http,22348.5918,148990.6094,10,10,255,255,1335281966,230568047,78,520,0,0,1443.849714,1900.24156,1424234237,1424234237,27.921222,25.850111,0.032966,0.01794,0.015026,0,1,,, ,2,1,1,1,1,1,1,Exploits,1,exploits_20_14917112619
175.45.176.0,8368,149.171.126.19,110,tcp,FIN,1.687205,1016,27008,62,252,7,16,pop3,4599.322754,124504.1406,22,36,255,255,2648234030,1065193231,46,750,0,0,4028.35226,3141.077376,1424234260,1424234261,80.343098,45.446857,0.180506,0.095811,0.084695,0,1,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_20_14917112619
175.45.176.3,64977,149.171.126.19,110,tcp,FIN,2.10864,910,926,62,252,5,6,pop3,3262.766602,3296.911865,18,16,255,255,3923180748,1938351201,51,58,0,0,6554.770499,173.582734,1424234281,1424234283,124.032588,133.815063,0.176847,0.101392,0.075455,0,1,,, ,1,1,1,2,1,1,1,Exploits,1,exploits_20_14917112619
175.45.176.0,11428,149.171.126.19,777,tcp,FIN,0.51036,4136,268,254,252,3,1,-,59440.39453,3511.246826,12,6,255,255,755915822,244128288,345,45,0,0,2244.449918,109.092297,1424234290,1424234290,39.30109,79.895,0.152543,0.110882,0.041661,0,1,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_20_14917112619
