srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label,attack_id,total_duration,cumulative_duration,remaining_time
175.45.176.0,25648,149.171.126.11,111,udp,INT,5e-06,168,0,254,0,0,0,-,134400000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424236454,1424236454,0.005,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112611,1639.313235,1066.812862,572.5003730000001
175.45.176.1,137,149.171.126.11,137,udp,INT,7.766926,7956,0,254,0,0,0,dns,7967.116211,0.0,36,0,0,0,0,0,221,0,0,0,265.77075,0.0,1424236497,1424236505,221.912172,0.0,0.0,0.0,0.0,0,2,,, ,2,2,2,2,2,2,2,Fuzzers,1,fuzzers_2_14917112611,3592.765844,1681.9278259999999,1910.8380180000001
175.45.176.1,137,149.171.126.11,137,udp,INT,7.766926,7956,0,254,0,0,0,dns,7967.116211,0.0,36,0,0,0,0,0,221,0,0,0,265.77075,0.0,1424236497,1424236505,221.912172,0.0,0.0,0.0,0.0,0,2,,, ,2,2,2,2,2,2,2,Fuzzers,1,fuzzers_2_14917112611,3592.765844,1689.6947519999999,1903.0710920000001
175.45.176.3,32877,149.171.126.11,110,tcp,FIN,1.625933,1286,75382,62,252,7,35,pop3,6106.032227,365889.5938,28,74,255,255,327913499,149853165,46,1019,0,0,2937.669412,1750.297847,1424236519,1424236521,60.219739,21.383014,0.129646,0.066544,0.063102,0,1,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_19_14917112611,298.79359999999997,161.016168,137.77743199999998
175.45.176.0,50847,149.171.126.11,111,udp,INT,9e-06,168,0,254,0,0,0,-,74666664.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424236523,1424236523,0.009,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112611,1639.313235,1066.812871,572.500364
175.45.176.2,12708,149.171.126.11,111,tcp,FIN,0.652335,564,354,254,252,2,1,-,6229.928223,3801.727783,10,8,255,255,3548409023,638101690,56,44,0,0,5519.274098,139.491187,1424236530,1424236531,71.058778,91.59157,0.061022,0.011185,0.049837,0,1,,, ,1,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112611,1639.313235,1067.465206,571.848029
175.45.176.3,31035,149.171.126.11,111,udp,INT,5e-06,168,0,254,0,0,0,-,134400000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424236538,1424236538,0.005,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112611,1639.313235,1067.465211,571.8480240000001
175.45.176.3,59386,149.171.126.11,80,tcp,FIN,0.246351,854,268,254,252,2,1,http,24972.49805,7274.173828,10,6,255,255,322213001,3842018984,85,45,1,0,1434.160116,72.76232,1424236549,1424236550,24.702111,45.397602,0.035328,0.019355,0.015973,0,1,1.0,, ,1,1,1,1,1,1,1,Exploits,1,exploits_19_14917112611,298.79359999999997,161.262519,137.53108099999997
175.45.176.3,8657,149.171.126.11,25,tcp,FIN,0.745577,6404,1850,62,252,8,8,smtp,65592.15625,18863.24414,22,20,255,255,3517709274,203951141,291,93,0,0,1843.72387,46.786313,1424236556,1424236557,35.503667,38.649105,0.051894,0.007051,0.044843,0,1,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_19_14917112611,298.79359999999997,162.008096,136.78550399999997
175.45.176.3,17997,149.171.126.11,111,udp,INT,3e-06,168,0,254,0,0,0,-,224000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424236563,1424236563,0.003,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112611,1639.313235,1067.465214,571.848021
175.45.176.2,11050,149.171.126.11,80,tcp,FIN,0.234948,796,1326,62,252,2,2,http,24413.91406,39532.15234,10,8,255,255,4192395761,1667145262,80,166,1,264,1408.910114,59.583691,1424236577,1424236577,26.105333,32.088857,0.057936,0.006767,0.051169,0,1,1.0,, ,2,1,1,1,1,1,1,DoS,1,dos_2_14917112611,1798.875916,1097.167042,701.7088739999999
175.45.176.0,48819,149.171.126.11,43054,tcp,FIN,0.178631,626,268,254,252,2,1,-,25258.77539,10031.85352,10,6,255,255,4293292977,605371999,63,45,0,0,974.414103,58.797547,1424236581,1424236581,18.320889,34.599,0.049036,0.00562,0.043416,0,1,,, ,2,1,1,1,1,1,1,Backdoor,1,backdoor_1_14917112611,682.914724,572.340841,110.57388300000002
175.45.176.2,21120,149.171.126.11,111,tcp,FIN,0.94513,564,354,254,252,2,1,-,4299.9375,2623.977783,10,8,255,255,3500044160,821151538,56,44,0,0,6562.412524,209.041516,1424236594,1424236595,105.014444,132.692578,0.030733,0.015581,0.015152,0,1,,, ,1,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112611,1639.313235,1068.410344,570.9028910000002
175.45.176.2,55838,149.171.126.11,80,tcp,FIN,0.190779,1034,268,254,252,2,1,http,39039.9375,9393.067383,10,6,255,255,4193168490,3311997357,103,45,1,0,1092.191618,67.077969,1424236602,1424236603,21.197667,35.057199,0.060165,0.009509,0.050656,0,1,1.0,, ,1,1,1,1,1,1,1,Exploits,1,exploits_19_14917112611,298.79359999999997,162.198875,136.59472499999998
175.45.176.0,47865,149.171.126.11,111,tcp,FIN,0.665812,564,354,254,252,2,1,-,6103.825195,3724.775146,10,8,255,255,1406768687,4237382116,56,44,0,0,5420.232443,135.909375,1424236607,1424236608,73.979111,93.774,0.056421,0.008647,0.047774,0,1,,, ,2,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112611,1639.313235,1069.076156,570.237079
175.45.176.2,24486,149.171.126.11,69,udp,INT,1e-05,1102,0,254,0,0,0,-,440800000.0,0.0,2,0,0,0,0,0,551,0,0,0,0.0,0.0,1424236622,1424236622,0.01,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_19_14917112611,298.79359999999997,162.198885,136.59471499999998
175.45.176.0,52369,149.171.126.11,80,tcp,FIN,0.357027,808,2152,62,252,2,2,http,16312.49219,42192.88672,10,8,255,255,2553508285,3716868669,81,269,1,670,2011.024073,66.35982,1424236625,1424236625,39.669667,45.701,0.113207,0.03641,0.076797,0,1,1.0,, ,1,1,2,1,1,1,1,DoS,1,dos_2_14917112611,1798.875916,1097.524069,701.3518469999999
175.45.176.1,56693,149.171.126.11,110,tcp,FIN,1.654845,1384,82504,62,252,7,37,pop3,6468.279297,393738.375,30,78,255,255,2559590722,3822715368,46,1058,0,0,3045.740846,2063.059584,1424236624,1424236625,57.063619,20.721493,0.108202,0.058202,0.05,0,1,,, ,1,1,2,1,1,1,1,Exploits,1,exploits_19_14917112611,298.79359999999997,163.85372999999998,134.93986999999998
175.45.176.0,53173,149.171.126.11,25,tcp,FIN,0.758661,4095,1694,62,252,8,8,smtp,41219.99219,16977.28125,22,20,255,255,172359568,3360056077,186,85,0,0,1841.333066,47.128687,1424236635,1424236636,36.126716,39.426316,0.050706,0.005946,0.04476,0,1,,, ,1,1,1,1,1,1,1,DoS,1,dos_2_14917112611,1798.875916,1098.28273,700.5931860000001
175.45.176.3,43429,149.171.126.11,111,udp,INT,2.2e-05,168,0,254,0,0,0,-,30545454.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424236638,1424236638,0.022,0.0,0.0,0.0,0.0,0,2,,, ,2,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112611,1639.313235,1069.076178,570.237057
175.45.176.1,11766,149.171.126.11,80,tcp,FIN,0.183806,836,268,254,252,2,1,http,32773.68359,9749.40918,10,6,255,255,2933014885,3429390433,84,45,1,0,1075.348261,53.308262,1424236645,1424236645,18.761556,33.482398,0.031013,0.016385,0.014628,0,1,1.0,, ,1,1,1,1,1,1,1,Exploits,1,exploits_19_14917112611,298.79359999999997,164.037536,134.75606399999998
175.45.176.2,26108,149.171.126.11,110,tcp,FIN,1.102682,1236,69730,62,252,7,33,pop3,8626.240234,498667.7813,26,70,255,255,897863575,3006698930,48,996,0,0,2256.600584,1338.513015,1424236655,1424236656,44.107281,15.538595,0.032093,0.014384,0.017709,0,1,,, ,1,1,1,2,1,1,2,DoS,1,dos_2_14917112611,1798.875916,1099.3854119999999,699.4905040000001
175.45.176.2,65013,149.171.126.11,80,tcp,FIN,0.456238,846,9322,62,252,2,4,http,13361.44727,151797.9688,10,14,255,255,3465350368,198801108,85,666,1,4120,3250.200361,2846.440947,1424236658,1424236658,50.693111,31.376924,0.093045,0.047586,0.045459,0,1,1.0,, ,1,1,1,1,1,1,1,Exploits,1,exploits_19_14917112611,298.79359999999997,164.493774,134.29982599999997
175.45.176.2,22205,149.171.126.11,80,tcp,FIN,0.23039,844,1016,62,252,2,2,http,26390.03516,30869.39648,10,8,255,255,1960557405,2586215867,84,127,1,93,1358.72149,54.229508,1424236657,1424236658,25.598889,30.706,0.052158,0.006836,0.045322,0,1,1.0,, ,1,1,1,1,1,1,2,Exploits,1,exploits_19_14917112611,298.79359999999997,164.724164,134.06943599999997
175.45.176.1,44168,149.171.126.11,80,tcp,FIN,0.258637,794,1612,62,252,2,2,http,22115.9375,43644.17969,10,8,255,255,2234054239,1005777414,79,202,1,404,1462.351762,41.821941,1424236682,1424236682,28.737444,29.939285,0.063176,0.048376,0.0148,0,1,1.0,, ,1,2,1,1,1,1,1,Exploits,1,exploits_19_14917112611,298.79359999999997,164.982801,133.81079899999997
175.45.176.3,46950,149.171.126.11,80,tcp,FIN,0.300122,770,1008,62,252,2,2,http,18472.48828,23510.43945,10,8,255,255,3035377364,1741534231,77,126,1,95,1693.122934,52.821207,1424236684,1424236684,33.266,40.21857,0.032922,0.018583,0.014339,0,1,1.0,, ,1,2,1,1,1,1,1,DoS,1,dos_2_14917112611,1798.875916,1099.685534,699.190382
175.45.176.3,46786,149.171.126.11,3306,tcp,FIN,0.279923,1612,370,254,252,3,2,-,42240.1875,9259.689453,12,8,255,255,3027155454,3393527594,134,46,0,0,1314.978529,57.242824,1424236687,1424236687,24.276363,39.09043,0.051541,0.006281,0.04526,0,1,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_19_14917112611,298.79359999999997,165.262724,133.53087599999998
175.45.176.2,17842,149.171.126.11,80,tcp,FIN,0.275879,1314,268,254,252,2,1,http,34304.89453,6495.601562,10,6,255,255,1310845775,2264254472,131,45,1,0,1403.026848,71.082695,1424236699,1424236699,27.966111,48.242801,0.085205,0.03466,0.050545,0,1,1.0,, ,1,1,1,5,1,1,1,Exploits,1,exploits_19_14917112611,298.79359999999997,165.538603,133.25499699999997
175.45.176.0,8232,149.171.126.11,1707,tcp,FIN,0.255461,502,268,254,252,2,1,-,14154.80176,7014.769043,10,6,255,255,2527740166,2046827409,50,45,0,0,1347.138333,56.890102,1424236708,1424236709,28.384556,41.056398,0.06451,0.049427,0.015083,0,1,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_19_14917112611,298.79359999999997,165.794064,132.99953599999998
175.45.176.1,10695,149.171.126.11,25,tcp,FIN,1.326617,94229,2222,62,252,42,8,smtp,561928.5625,12953.24902,90,30,255,255,3434959862,2614489137,1047,74,0,0,1230.695417,48.986758,1424236716,1424236717,15.243242,44.528484,0.085673,0.035282,0.050391,0,1,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_19_14917112611,298.79359999999997,167.120681,131.67291899999998
175.45.176.1,26779,149.171.126.11,25,tcp,FIN,1.255963,64170,2088,62,252,29,8,smtp,402355.8125,12828.40332,64,28,255,255,350465492,2070667641,1003,75,0,0,1880.325462,68.263977,1424236723,1424236725,19.93592,45.687,0.04294,0.021346,0.021594,0,1,,, ,2,1,1,2,1,1,1,Exploits,1,exploits_19_14917112611,298.79359999999997,168.376644,130.41695599999997
175.45.176.0,41334,149.171.126.11,80,tcp,FIN,0.717026,788,34938,62,252,2,14,http,8066.65332,378351.6875,12,34,255,255,959575455,3306074043,66,1028,1,16384,3945.808192,2180.041396,1424236732,1424236732,65.184185,19.575939,0.102622,0.036549,0.066073,0,1,1.0,, ,1,1,1,1,1,1,1,Generic,1,generic_1_14917112611,1289.235708,509.145184,780.090524
175.45.176.1,39252,149.171.126.11,80,tcp,FIN,2.742893,850,10116,62,252,2,5,http,2231.220947,27661.30469,10,16,255,255,2824430226,2603364382,85,632,1,4467,23734.13796,20043.28524,1424236732,1424236734,304.765889,181.040396,0.058217,0.026581,0.031636,0,1,1.0,, ,1,1,1,1,1,1,1,Exploits,1,exploits_19_14917112611,298.79359999999997,171.119537,127.67406299999996
175.45.176.0,41959,149.171.126.11,5060,udp,INT,1e-05,1328,0,254,0,0,0,-,531200000.0,0.0,2,0,0,0,0,0,664,0,0,0,0.0,0.0,1424236735,1424236735,0.01,0.0,0.0,0.0,0.0,0,2,,, ,2,1,1,2,1,1,1,Generic,1,generic_1_14917112611,1289.235708,509.145194,780.090514
175.45.176.3,58858,149.171.126.11,80,tcp,FIN,0.286935,1244,3904,62,252,3,3,http,31812.08203,97973.40625,12,10,255,255,2464975967,2554365852,104,390,1,1205,1385.036568,47.943133,1424236760,1424236761,26.085,29.839334,0.058062,0.013173,0.044889,0,1,1.0,, ,1,1,1,1,1,1,1,Exploits,1,exploits_19_14917112611,298.79359999999997,171.406472,127.38712799999996
175.45.176.3,34760,149.171.126.11,80,tcp,FIN,0.500665,1094,50463,62,252,2,20,http,16394.19531,788023.9375,16,44,255,255,4030684178,2865156753,68,1147,1,24064,1976.667304,1300.700663,1424236770,1424236771,33.377668,11.46107,0.052472,0.007077,0.045395,0,1,1.0,, ,2,1,1,1,1,1,1,Exploits,1,exploits_19_14917112611,298.79359999999997,171.907137,126.88646299999996
175.45.176.3,34760,149.171.126.11,80,tcp,FIN,0.500665,1094,50463,62,252,2,20,http,16394.19531,788023.9375,16,44,255,255,4030684178,2865156753,68,1147,1,24064,1976.667304,1300.700663,1424236770,1424236771,33.377668,11.46107,0.052472,0.007077,0.045395,0,1,1.0,, ,2,1,1,1,1,1,1,Exploits,1,exploits_19_14917112611,298.79359999999997,172.407802,126.38579799999997
175.45.176.0,51025,149.171.126.11,21,tcp,FIN,1.115131,1146,1650,62,252,7,9,ftp,7848.405273,11299.12109,22,22,255,255,2179059519,2136024515,52,75,0,0,2957.473612,3579.270623,1424236771,1424236772,53.101477,52.714762,0.052257,0.007494,0.044763,0,1,,1.0,1,1,1,2,2,1,1,2,Exploits,1,exploits_19_14917112611,298.79359999999997,173.522933,125.27066699999997
175.45.176.0,2098,149.171.126.11,59192,tcp,FIN,0.502567,364,4478,62,252,1,3,ftp-data,5077.930176,64166.57031,8,10,255,255,431710765,844029265,46,448,0,0,4905.025185,4174.318849,1424236772,1424236772,71.795283,50.073778,0.093564,0.048491,0.045073,0,1,,, ,1,1,2,2,1,1,2,Exploits,1,exploits_19_14917112611,298.79359999999997,174.0255,124.76809999999998
175.45.176.0,2098,149.171.126.11,59192,tcp,FIN,0.502567,364,4478,62,252,1,3,ftp-data,5077.930176,64166.57031,8,10,255,255,431710765,844029265,46,448,0,0,4905.025185,4174.318849,1424236772,1424236772,71.795283,50.073778,0.093564,0.048491,0.045073,0,1,,, ,1,1,2,2,1,1,2,Exploits,1,exploits_19_14917112611,298.79359999999997,174.528067,124.26553299999998
175.45.176.0,51025,149.171.126.11,21,tcp,FIN,1.115131,1146,1650,62,252,7,9,ftp,7848.405273,11299.12109,22,22,255,255,2179059519,2136024515,52,75,0,0,2957.473612,3579.270623,1424236771,1424236772,53.101477,52.714762,0.052257,0.007494,0.044763,0,1,,1.0,1,1,1,2,2,1,1,2,Exploits,1,exploits_19_14917112611,298.79359999999997,175.64319799999998,123.15040199999999
175.45.176.0,51231,149.171.126.11,143,tcp,FIN,1.063657,1622,132910,62,252,6,56,-,11823.35938,991033.75,32,116,255,255,1770479958,1199242834,51,1146,0,0,1699.433228,882.456968,1424236782,1424236783,34.311516,9.078652,0.052134,0.006415,0.045719,0,1,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_19_14917112611,298.79359999999997,176.706855,122.08674499999998
175.45.176.2,27420,149.171.126.11,80,tcp,FIN,0.187274,874,3686,62,252,2,2,http,33619.19141,141738.8438,10,10,255,255,2623236167,332371378,87,369,1,1375,1083.912946,0.0,1424236784,1424236785,20.808222,19.538556,0.054038,0.006922,0.047116,0,1,1.0,, ,1,1,1,1,1,1,1,Exploits,1,exploits_19_14917112611,298.79359999999997,176.894129,121.89947099999998
175.45.176.0,45443,149.171.126.11,25,tcp,FIN,0.826668,4639,1652,62,252,9,8,smtp,43025.73438,15193.52344,24,20,255,255,2629677143,3102167136,193,83,0,0,1842.69298,48.289086,1424236794,1424236794,35.942087,43.154051,0.053982,0.006142,0.04784,0,1,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_19_14917112611,298.79359999999997,177.720797,121.07280299999996
175.45.176.1,48923,149.171.126.11,63089,tcp,FIN,0.605034,364,850,62,252,1,2,ftp-data,4217.944824,9837.463867,8,8,255,255,4273610165,3777999551,46,106,0,0,6074.9612,168.767766,1424236797,1424236798,86.433426,79.176289,0.092202,0.047745,0.044457,0,1,,, ,1,1,2,3,1,1,2,Exploits,1,exploits_19_14917112611,298.79359999999997,178.325831,120.46776899999998
175.45.176.1,53340,149.171.126.11,21,tcp,FIN,1.290062,1280,1670,62,252,7,9,ftp,7608.937012,9890.998047,24,22,255,255,1182291546,3431722259,53,76,0,0,3191.367986,4014.995636,1424236797,1424236798,56.047782,60.304618,0.039735,0.023661,0.016074,0,1,,1.0,1,1,1,2,3,1,1,2,Exploits,1,exploits_19_14917112611,298.79359999999997,179.615893,119.17770699999997
175.45.176.1,53340,149.171.126.11,21,tcp,FIN,1.290062,1280,1670,62,252,7,9,ftp,7608.937012,9890.998047,24,22,255,255,1182291546,3431722259,53,76,0,0,3191.367986,4014.995636,1424236797,1424236798,56.047782,60.304618,0.039735,0.023661,0.016074,0,1,,1.0,1,1,1,2,3,1,1,2,Exploits,1,exploits_19_14917112611,298.79359999999997,180.905955,117.88764499999996
175.45.176.1,48923,149.171.126.11,63089,tcp,FIN,0.605034,364,850,62,252,1,2,ftp-data,4217.944824,9837.463867,8,8,255,255,4273610165,3777999551,46,106,0,0,6074.9612,168.767766,1424236797,1424236798,86.433426,79.176289,0.092202,0.047745,0.044457,0,1,,, ,1,1,2,3,1,1,2,Exploits,1,exploits_19_14917112611,298.79359999999997,181.510989,117.28261099999997
175.45.176.2,39561,149.171.126.11,111,tcp,FIN,0.766768,564,354,254,252,2,1,-,5300.168945,3234.355225,10,8,255,255,3652349777,1339991156,56,44,0,0,5728.664438,147.045094,1424236819,1424236820,80.711444,105.227289,0.06126,0.030169,0.031091,0,1,,, ,7,2,2,2,1,1,1,Reconnaissance,1,reconnaissance_1_14917112611,1639.313235,1069.842946,569.4702890000001
175.45.176.0,14854,149.171.126.11,143,tcp,FIN,2.006758,2288,253730,62,252,6,102,-,8933.8125,1006642.563,48,208,255,255,2254602543,3846627192,48,1220,0,0,2237.569432,1128.805925,1424236818,1424236820,42.696977,9.446835,0.086991,0.041144,0.045847,0,1,,, ,1,2,2,1,1,1,1,Exploits,1,exploits_19_14917112611,298.79359999999997,183.51774699999999,115.27585299999998
175.45.176.2,32304,149.171.126.11,1210,tcp,FIN,0.432309,1306,268,254,252,2,1,-,21762.21094,4145.183105,10,6,255,255,2724860357,2994107467,131,45,0,0,2264.332312,103.356188,1424236821,1424236822,42.292556,70.774398,0.132999,0.078436,0.054563,0,1,,, ,8,1,1,2,1,1,1,Exploits,1,exploits_19_14917112611,298.79359999999997,183.950056,114.84354399999998
175.45.176.3,44639,149.171.126.11,143,tcp,FIN,1.503628,1018,8042,62,252,6,9,-,5118.287109,40845.20703,18,22,255,255,1925291845,2341345809,57,366,0,0,4811.484148,4168.254236,1424236827,1424236828,88.448706,68.874047,0.118456,0.056594,0.061862,0,1,,, ,1,1,1,2,1,1,1,Exploits,1,exploits_19_14917112611,298.79359999999997,185.453684,113.33991599999996
175.45.176.1,20060,149.171.126.11,80,tcp,FIN,0.254825,794,2346,62,252,2,2,http,22446.77734,64452.07422,10,8,255,255,4141449146,4175967881,79,293,1,772,1397.428169,53.423066,1424236835,1424236835,28.313889,31.963285,0.061602,0.010073,0.051529,0,1,1.0,, ,1,1,1,1,1,1,1,Exploits,1,exploits_19_14917112611,298.79359999999997,185.708509,113.08509099999998
175.45.176.0,18664,149.171.126.11,143,tcp,FIN,0.752776,1000,16652,62,252,6,12,-,10042.82813,170653.6875,18,28,255,255,720852607,2234919293,56,595,0,0,2230.861859,1820.740293,1424236877,1424236878,44.280941,25.933221,0.095601,0.048542,0.047059,0,1,,, ,2,1,1,1,1,1,1,Exploits,1,exploits_19_14917112611,298.79359999999997,186.461285,112.33231499999997
175.45.176.3,29169,149.171.126.11,111,tcp,FIN,0.662241,564,354,254,252,2,1,-,6136.73877,3744.860352,10,8,255,255,709740245,1894412695,56,44,0,0,5410.18089,136.403125,1424236885,1424236886,73.582333,93.25343,0.054781,0.008209,0.046572,0,1,,, ,2,1,1,5,1,1,1,Reconnaissance,1,reconnaissance_1_14917112611,1639.313235,1070.505187,568.8080480000001
175.45.176.1,0,149.171.126.11,0,ospf,INT,1.006313,1890,0,254,0,0,0,-,14667.40527,0.0,42,0,0,0,0,0,45,0,0,0,25.637791,0.0,1424236887,1424236888,24.544219,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_19_14917112611,298.79359999999997,187.467598,111.32600199999996
175.45.176.1,0,149.171.126.11,0,ospf,INT,1.006313,1890,0,254,0,0,0,-,14667.40527,0.0,42,0,0,0,0,0,45,0,0,0,25.637791,0.0,1424236887,1424236888,24.544219,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_19_14917112611,298.79359999999997,188.473911,110.31968899999998
175.45.176.1,0,149.171.126.11,0,ospf,INT,1.006313,1890,0,254,0,0,0,-,14667.40527,0.0,42,0,0,0,0,0,45,0,0,0,25.637791,0.0,1424236887,1424236888,24.544219,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112611,1639.313235,1071.5115,567.801735
175.45.176.1,0,149.171.126.11,0,ospf,INT,1.006313,1890,0,254,0,0,0,-,14667.40527,0.0,42,0,0,0,0,0,45,0,0,0,25.637791,0.0,1424236887,1424236888,24.544219,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_19_14917112611,298.79359999999997,189.480224,109.31337599999998
175.45.176.1,0,149.171.126.11,0,ospf,INT,1.006313,1890,0,254,0,0,0,-,14667.40527,0.0,42,0,0,0,0,0,45,0,0,0,25.637791,0.0,1424236887,1424236888,24.544219,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_19_14917112611,298.79359999999997,190.486537,108.30706299999997
175.45.176.1,0,149.171.126.11,0,ospf,INT,1.006313,1890,0,254,0,0,0,-,14667.40527,0.0,42,0,0,0,0,0,45,0,0,0,25.637791,0.0,1424236887,1424236888,24.544219,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_19_14917112611,298.79359999999997,191.49285,107.30074999999997
175.45.176.1,0,149.171.126.11,0,ospf,INT,1.006313,1890,0,254,0,0,0,-,14667.40527,0.0,42,0,0,0,0,0,45,0,0,0,25.637791,0.0,1424236887,1424236888,24.544219,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_19_14917112611,298.79359999999997,192.499163,106.29443699999996
175.45.176.1,0,149.171.126.11,0,ospf,INT,1.006313,1890,0,254,0,0,0,-,14667.40527,0.0,42,0,0,0,0,0,45,0,0,0,25.637791,0.0,1424236887,1424236888,24.544219,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,Generic,1,generic_1_14917112611,1289.235708,510.151507,779.0842009999999
175.45.176.1,0,149.171.126.11,0,ospf,INT,1.006313,1890,0,254,0,0,0,-,14667.40527,0.0,42,0,0,0,0,0,45,0,0,0,25.637791,0.0,1424236887,1424236888,24.544219,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,DoS,1,dos_2_14917112611,1798.875916,1100.691847,698.1840689999999
175.45.176.1,0,149.171.126.11,0,ospf,INT,1.006313,1890,0,254,0,0,0,-,14667.40527,0.0,42,0,0,0,0,0,45,0,0,0,25.637791,0.0,1424236887,1424236888,24.544219,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_19_14917112611,298.79359999999997,193.505476,105.28812399999998
175.45.176.1,0,149.171.126.11,0,ospf,INT,1.006313,1890,0,254,0,0,0,-,14667.40527,0.0,42,0,0,0,0,0,45,0,0,0,25.637791,0.0,1424236887,1424236888,24.544219,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,DoS,1,dos_2_14917112611,1798.875916,1101.69816,697.177756
175.45.176.1,0,149.171.126.11,0,ospf,INT,1.006313,1890,0,254,0,0,0,-,14667.40527,0.0,42,0,0,0,0,0,45,0,0,0,25.637791,0.0,1424236887,1424236888,24.544219,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_19_14917112611,298.79359999999997,194.511789,104.28181099999998
175.45.176.1,0,149.171.126.11,0,ospf,INT,1.006313,1890,0,254,0,0,0,-,14667.40527,0.0,42,0,0,0,0,0,45,0,0,0,25.637791,0.0,1424236887,1424236888,24.544219,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,Fuzzers,1,fuzzers_2_14917112611,3592.765844,1690.701065,1902.064779
175.45.176.1,0,149.171.126.11,0,ospf,INT,1.006313,1890,0,254,0,0,0,-,14667.40527,0.0,42,0,0,0,0,0,45,0,0,0,25.637791,0.0,1424236887,1424236888,24.544219,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,Backdoor,1,backdoor_1_14917112611,682.914724,573.347154,109.56756999999993
175.45.176.1,0,149.171.126.11,0,ospf,INT,1.006313,1890,0,254,0,0,0,-,14667.40527,0.0,42,0,0,0,0,0,45,0,0,0,25.637791,0.0,1424236887,1424236888,24.544219,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_19_14917112611,298.79359999999997,195.518102,103.27549799999997
175.45.176.1,0,149.171.126.11,0,ospf,INT,1.006313,1890,0,254,0,0,0,-,14667.40527,0.0,42,0,0,0,0,0,45,0,0,0,25.637791,0.0,1424236887,1424236888,24.544219,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_19_14917112611,298.79359999999997,196.524415,102.26918499999996
175.45.176.1,0,149.171.126.11,0,ospf,INT,1.006313,1890,0,254,0,0,0,-,14667.40527,0.0,42,0,0,0,0,0,45,0,0,0,25.637791,0.0,1424236887,1424236888,24.544219,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,DoS,1,dos_2_14917112611,1798.875916,1102.704473,696.171443
